Date,Close,Upper_Band,Lower_Band
2018-01-25,27096,32151.781784480772,25372.61821551923
2018-01-26,28100,32152.339885160567,25382.060114839434
2018-01-29,27899,32145.380110955335,25429.119889044665
2018-01-30,27799,32079.65751614683,25334.24248385317
2018-01-31,28100,31950.671644548136,25282.628355451867
2018-02-01,28401,31554.659775700704,25387.6402242993
2018-02-02,28802,31132.628669795125,25558.771330204876
2018-02-05,26996,30342.57612670595,25847.02387329405
2018-02-06,26293,29563.266850301003,26104.433149698994
2018-02-07,25390,29343.57945584368,25862.42054415632
2018-02-08,25390,29437.972495112805,25487.027504887195
2018-02-09,23684,29801.657297274553,24671.74270272545
2018-02-12,23684,29828.233344010365,24103.266655989635
2018-02-13,23885,29860.501330383213,23639.498669616787
2018-02-14,24587,29890.248387362324,23378.851612637674
2018-02-19,24888,29853.623710958935,23184.576289041062
2018-02-20,24688,29750.458623208313,22986.741376791684
2018-02-21,24989,29670.21848578938,22846.18151421062
2018-02-22,24788,29555.904690055195,22699.595309944805
2018-02-23,24788,29458.606261663183,22566.093738336815
2018-02-26,24688,29347.04305076922,22436.85694923078
2018-02-27,26293,29104.740986840778,22498.45901315922
2018-02-28,25691,28843.32206549645,22539.07793450355
2018-03-02,25591,28572.67866345583,22588.92133654417
2018-03-05,24688,28177.965247118707,22642.434752881294
2018-03-06,26594,27777.093922515025,22862.606077484972
2018-03-07,25992,27049.46615456879,23309.23384543121
2018-03-08,26494,26932.944124765105,23375.555875234895
2018-03-09,26896,27062.05737584173,23306.742624158273
2018-03-12,27096,27332.55485368424,23206.84514631576
2018-03-13,28200,27854.974844869244,22965.425155130757
2018-03-14,27498,28073.580276009932,23128.21972399007
2018-03-15,28401,28436.173083767073,23237.326916232927
2018-03-16,28301,28708.623226569118,23406.47677343088
2018-03-19,27598,28849.513568925784,23566.686431074213
2018-03-20,27899,29026.36080852005,23690.939191479953
2018-03-21,27698,29119.010514522393,23899.28948547761
2018-03-22,27698,29202.95435593395,24086.245644066046
2018-03-23,26193,29131.80191032879,24297.898089671206
2018-03-26,26293,29042.57577473973,24537.624225260268
2018-03-27,26394,28911.514607466073,24839.28539253393
2018-03-28,25892,28923.261153033895,24787.438846966103
2018-03-29,25992,28906.77194410469,24834.028055895313
2018-03-30,26494,28870.914709553763,24960.185290446236
2018-04-02,25892,28703.211645548738,25248.288354451262
2018-04-03,25792,28736.115352127163,25135.18464787284
2018-04-04,24788,28877.943337921733,24872.956662078268
2018-04-05,24989,28969.23282836526,24631.16717163474
2018-04-06,24587,29067.576439778015,24301.923560221985
2018-04-09,24387,29133.194987274655,23965.405012725343
2018-04-10,24587,28971.7477719875,23765.552228012504
2018-04-11,24387,28902.42195719919,23523.778042800808
2018-04-12,24086,28639.55149636027,23355.148503639728
2018-04-13,24186,28316.77266944785,23266.427330552146
2018-04-16,23483,28161.37253461621,23010.327465383787
2018-04-17,23684,27841.13503624749,22909.064963752506
2018-04-18,23985,27471.347038592463,22907.55296140754
2018-04-19,23383,27064.934045146358,22882.465954853644
2018-04-20,23082,26988.811046535742,22647.48895346426
2018-04-23,22279,26950.164477080136,22284.735522919866
2018-04-24,23082,26722.96864623218,22180.731353767816
2018-04-25,23182,26548.72831872089,22083.97168127911
2018-04-26,22881,26334.33445845831,21987.26554154169
2018-04-27,22781,25933.178253653583,22017.12174634642
2018-04-30,22279,25672.955524598652,21916.044475401348
2018-05-02,22982,25310.64035419833,21997.35964580167
2018-05-03,22781,25163.549804008893,21943.75019599111
2018-05-04,22480,24956.093851369642,21900.30614863036
2018-05-08,22480,24804.17064477348,21841.529355226518
2018-05-09,22681,24656.00067071919,21819.09932928081
2018-05-10,23483,24458.470811802847,21906.22918819715
2018-05-11,23483,24291.8792733526,21982.420726647404
2018-05-14,22681,24147.124518573295,21986.675481426708
2018-05-15,22982,23949.8242815912,22063.5757184088
2018-05-16,23483,23949.8242815912,22063.5757184088
2018-05-17,23383,23898.162408833454,22085.13759116655
2018-05-18,22781,23711.265221028665,22151.634778971336
2018-05-21,22781,23653.77045216935,22148.92954783065
2018-05-23,22580,23636.745648626325,22115.754351373675
2018-05-24,22681,23610.20013169918,22182.499868300816
2018-05-25,22480,23597.69064766272,22134.80935233728
2018-05-28,21677,23678.651188012263,21903.348811987737
2018-05-29,21677,23746.783547318406,21714.816452681593
2018-05-30,20874,23946.64960743091,21324.25039256909
2018-05-31,20774,24108.78843705133,21011.61156294867
2018-06-01,20974,24147.377597436367,20772.22240256363
2018-06-04,21677,24119.9349711233,20689.265028876696
2018-06-05,22379,24114.544979277798,20684.5550207222
2018-06-07,22379,24109.092294641145,20679.907705358855
2018-06-08,22681,24109.092294641145,20679.907705358855
2018-06-11,22881,24018.60719124892,20710.192808751082
2018-06-12,22881,23923.43390512623,20745.16609487377
2018-06-14,22480,23906.68009324289,20741.81990675711
2018-06-15,21978,23832.13633974692,20715.963660253077
2018-06-18,21577,23656.581537297905,20700.918462702095
2018-06-19,21376,23482.65824585557,20674.14175414443
2018-06-20,21677,23397.647655567675,20648.752344432327
2018-06-21,21476,23304.54578196308,20611.354218036922
2018-06-22,22881,23355.127726598497,20590.872273401503
2018-06-25,22881,23389.37765385543,20576.62234614457
2018-06-26,22480,23389.37765385543,20576.62234614457
2018-06-27,22279,23417.669670004118,20608.53032999588
2018-06-28,22379,23452.490808089602,20643.9091919104
2018-06-29,22982,23502.143760389306,20805.05623961069
2018-07-02,22379,23417.681117934557,21050.01888206544
2018-07-03,22881,23386.17335523887,21272.226644761133
2018-07-04,23483,23548.027032533373,21290.972967466627
2018-07-05,23383,23677.19973956656,21262.20026043344
2018-07-06,22982,23727.7543808138,21271.945619186197
2018-07-09,23584,23863.97919061061,21226.02080938939
2018-07-10,23483,23952.54475865951,21197.655241340486
2018-07-11,23383,24018.795242892968,21181.604757107034
2018-07-12,23584,24138.741377467075,21172.058622532928
2018-07-13,23684,24255.89032676309,21225.509673236913
2018-07-16,23383,24267.393729925418,21394.606270074582
2018-07-17,22881,24168.874814049388,21643.625185950612
2018-07-18,22681,24086.12931639707,21826.770683602932
2018-07-19,22881,23918.427147317925,22134.972852682076
2018-07-20,23082,23926.090589544372,22147.409410455628
2018-07-23,23182,23940.229862765336,22163.370137234662
2018-07-24,23483,23967.41476105742,22236.485238942583
2018-07-25,23684,23982.751884764526,22361.648115235475
2018-07-26,23584,23970.660489167127,22494.239510832875
2018-07-27,23985,24082.842173871555,22482.357826128442
2018-07-30,23383,24011.037219795813,22654.562780204185
2018-07-31,22580,24049.450506750894,22586.049493249106
2018-08-01,22580,24069.868864377528,22475.33113562247
2018-08-02,22279,24127.390260214248,22307.409739785755
2018-08-03,22681,24138.318122489418,22266.38187751058
2018-08-06,22781,24098.127482571253,22226.272517428748
2018-08-07,24086,24207.30393206347,22177.396067936526
2018-08-08,23885,24276.142435830534,22158.757564169468
2018-08-09,25189,24670.19601284074,21925.20398715926
2018-08-10,25691,25134.65557895069,21661.44442104931
2018-08-13,24888,25333.210478887147,21613.38952111285
2018-08-14,25591,25670.896388578865,21546.703611421133
2018-08-16,25591,25947.257445527666,21561.342554472332
2018-08-17,25491,26167.730489755024,21601.869510244975
2018-08-20,24989,26281.127025892412,21679.17297410759
2018-08-21,24888,26368.330528016217,21762.569471983785
2018-08-22,24989,26461.855623574662,21819.644376425338
2018-08-23,25189,26572.077471695702,21859.922528304298
2018-08-24,24888,26635.808882484333,21926.59111751567
2018-08-27,25691,26798.26994237366,21934.73005762634
2018-08-28,25189,26868.844391666295,22044.755608333704
2018-08-29,25390,26872.520299339536,22322.079700660463
2018-08-30,25390,26828.030367560965,22647.569632439034
2018-08-31,25089,26621.61131984367,23134.98868015633
2018-09-03,24387,26392.888729992836,23534.31127000716
2018-09-04,24487,26077.08161410291,24020.718385897093
2018-09-05,24286,26050.903586581113,24066.89641341889
2018-09-06,24086,26013.832164750438,24124.067835249563
2018-09-07,24086,26053.208657793006,23974.391342206993
2018-09-10,23885,26027.012764336218,23819.987235663782
2018-09-11,23383,26149.496022290426,23547.003977709574
2018-09-12,24086,26067.440907557484,23478.559092442516
2018-09-13,24286,25959.43398147218,23456.06601852782
2018-09-14,24086,25861.494926030224,23413.505073969776
2018-09-17,24387,25824.588719528627,23390.211280471376
2018-09-18,24186,25795.888871441777,23348.71112855822
2018-09-19,23483,25795.67057530317,23198.32942469683
2018-09-20,23584,25733.6038063767,23099.8961936233
2018-09-21,23784,25687.751457269424,23035.348542730575
2018-09-27,24186,25456.498201835628,23116.10179816437
2018-09-28,23885,25322.833734190353,23119.366265809644
2018-10-01,23985,25108.516742386975,23193.183257613022
2018-10-02,23182,24900.775636024176,23180.124363975825
2018-10-04,22480,24884.513535862563,22935.486464137437
2018-10-05,21878,25090.222236617636,22478.877763382363
2018-10-08,21577,25232.07036528443,22046.029634715567
2018-10-10,20874,25452.545230630567,21484.354769369435
2018-10-11,19770,25809.98342000082,20695.316579999184
2018-10-12,20272,25909.93192446963,20213.96807553037
2018-10-15,19931,26005.519798563775,19722.980201436225
2018-10-16,20172,26054.570058263813,19352.82994173619
2018-10-17,20172,25974.14756572321,19041.85243427679
2018-10-18,20172,25812.18715368165,18792.412846318348
2018-10-19,20272,25627.8753858983,18595.324614101697
2018-10-22,20573,25329.63274183585,18512.167258164154
2018-10-23,20172,25038.880562163948,18401.519437836054
2018-10-24,19911,24845.268608332986,18237.93139166701
2018-10-25,18907,24664.395498112757,17951.104501887243
2018-10-26,18245,24440.790745472954,17620.809254527045
2018-10-29,17582,24103.121319009842,17298.078680990155
2018-10-30,18164,23647.56758830918,17181.53241169082
2018-10-31,18385,23016.503757984094,17252.596242015905
2018-11-01,18686,22474.799204411756,17344.700795588244
2018-11-02,19710,22033.181533702704,17509.318466297296
2018-11-05,19168,21680.558458408694,17590.941541591306
2018-11-06,19389,21356.734748165418,17695.96525183458
2018-11-07,19188,21163.136251241154,17720.963748758844
2018-11-08,20071,21195.438698752274,17718.761301247723
2018-11-09,20172,21181.1199109994,17723.080089000596
2018-11-12,20272,21224.577586238498,17713.722413761505
2018-11-13,20372,21253.61143349135,17704.688566508652
2018-11-14,20673,21333.152832404023,17675.24716759598
2018-11-15,20874,21447.44488029901,17631.15511970099
2018-11-16,20573,21491.357271132933,17617.342728867065
2018-11-19,21476,21673.718026402585,17525.281973597415
2018-11-20,21476,21891.086366431573,17438.31363356843
2018-11-21,21577,22132.256785888094,17363.743214111906
2018-11-22,21376,22326.971681092753,17415.92831890725
2018-11-23,21677,22499.674854080287,17586.42514591971
2018-11-26,22580,22712.024418472083,17873.87558152792
2018-11-27,22179,22833.982043281547,18153.417956718455
2018-11-28,22480,22977.678445168218,18419.221554831784
2018-11-29,22480,23092.448888416555,18683.851111583448
2018-11-30,22580,23286.114975624278,18777.185024375725
2018-12-03,22781,23416.447010093936,19008.152989906062
2018-12-04,22781,23516.224387124523,19247.57561287548
2018-12-05,22982,23553.90428382854,19589.29571617146
2018-12-06,23283,23723.04807107575,19741.35192892425
2018-12-07,22982,23795.389027049776,19950.010972950226
2018-12-10,22279,23747.780161846917,20198.319838153082
2018-12-11,21476,23655.884754709303,20400.615245290697
2018-12-12,22078,23595.91862093289,20601.08137906711
2018-12-13,22379,23559.145687349675,20788.354312650325
2018-12-14,22078,23414.313782003406,21083.686217996594
2018-12-17,22179,23392.297106898306,21176.002893101697
2018-12-18,21777,23368.633416150682,21229.76658384932
2018-12-19,21677,23360.267900528695,21248.132099471306
2018-12-20,20673,23489.24195642615,21048.858043573848
2018-12-21,20974,23561.663913701184,20906.13608629882
2018-12-24,20272,23697.104913740288,20539.895086259712
2018-12-26,19770,23893.118222629946,20102.981777370052
2018-12-27,20372,23905.6695465364,19879.630453463604
2018-12-28,20673,23865.893197365047,19738.70680263495
2019-01-02,20473,23807.960182228984,19585.939817771017
2019-01-03,20573,23689.783848399504,19483.316151600495
2019-01-04,20774,23540.422311548566,19431.977688451436
2019-01-07,20673,23328.272158240045,19413.227841759955
2019-01-08,20051,23030.903958198334,19387.39604180167
2019-01-09,20473,22728.36641634509,19439.033583654913
2019-01-10,20272,22564.629864706774,19402.070135293223
2019-01-11,20473,22512.31175565343,19354.08824434657
2019-01-14,20071,22359.869149916358,19305.83085008364
2019-01-15,20051,22094.909930120608,19337.990069879394
2019-01-16,20071,21863.168630197146,19369.03136980285
2019-01-17,19770,21558.928994927184,19432.37100507282
2019-01-18,19991,21303.537951910497,19509.1620480895
2019-01-21,19830,21020.44432119459,19607.55567880541
2019-01-22,20473,20994.530231054887,19613.469768945113
2019-01-23,20573,20913.13041091121,19654.76958908879
2019-01-24,20473,20928.773063469125,19659.226936530875
2019-01-25,20573,20929.74338832063,19738.556611679374
2019-01-28,20473,20937.84956799774,19740.550432002263
2019-01-29,20473,20910.811409430444,19747.588590569558
2019-01-30,20051,20898.30135725528,19717.898642744716
2019-01-31,19931,20875.302752767246,19676.697247232754
2019-02-01,19991,20800.409094179384,19673.290905820613
2019-02-07,19870,20743.596738064847,19649.803261935154
2019-02-08,19710,20765.543927889295,19593.756072110707
2019-02-11,19188,20832.894881698714,19397.90511830129
2019-02-12,19268,20871.55073993279,19258.84926006721
2019-02-13,19690,20825.033162987507,19227.06683701249
2019-02-14,20172,20832.552339588736,19229.64766041126
2019-02-15,20372,20863.00764367169,19231.29235632831
2019-02-18,20473,20905.093315336057,19229.406684663943
2019-02-19,20071,20908.392667161213,19256.207332838785
2019-02-20,20011,20908.975634030863,19257.624365969135
2019-02-21,19850,20908.731440448923,19259.868559551076
2019-02-22,19931,20863.26114434436,19251.13885565564
2019-02-25,19730,20795.295163900522,19234.804836099476
2019-02-26,20774,20857.71213900731,19202.487860992685
2019-02-27,21075,20977.20573123042,19133.19426876958
2019-02-28,20774,21030.023630109372,19110.476369890628
2019-03-04,21777,21352.980109862485,18917.919890137517
2019-03-05,21376,21538.25914867074,18865.140851329263
2019-03-06,21175,21661.794040107885,18866.005959892118
2019-03-07,20974,21739.378739696753,18886.721260303246
2019-03-08,21577,21914.561968851023,18882.23803114898
2019-03-11,21275,22004.711761634382,18948.58823836562
2019-03-12,20774,21962.1879038079,19149.712096192103
2019-03-13,20874,21909.995223636823,19362.504776363177
2019-03-14,21376,21953.111641460902,19487.988358539096
2019-03-15,21577,22051.554761411535,19530.045238588464
2019-03-18,21577,22142.336828588068,19559.76317141193
2019-03-19,20573,22141.93637870855,19570.16362129145
2019-03-20,20473,22122.321953160128,19629.978046839875
2019-03-21,20573,22092.270002490117,19716.229997509883
2019-03-22,20874,22035.523384446777,19875.376615553225
2019-03-25,20473,21978.301496160613,19986.798503839385
2019-03-26,20874,21845.935266679677,20233.564733320323
2019-03-27,20573,21854.627709751978,20204.772290248024
2019-03-28,20573,21853.912390609574,20155.287609390423
2019-03-29,20774,21853.912390609574,20155.287609390423
2019-04-01,20673,21727.89257847309,20170.907421526914
2019-04-02,20774,21674.54805266446,20164.051947335538
2019-04-03,20573,21649.507306291885,20128.892693708116
2019-04-04,20573,21641.101805150105,20097.198194849898
2019-04-05,20573,21524.8384584623,20113.0615415377
2019-04-08,20473,21466.540651077758,20091.15934892224
2019-04-09,20172,21488.093343074223,20009.406656925777
2019-04-10,20573,21474.560978507092,19992.83902149291
2019-04-11,20573,21372.27805964404,20014.82194035596
2019-04-12,20573,21180.758704609685,20105.941295390312
2019-04-15,22179,21446.7187896543,19900.1812103457
2019-04-16,23584,22335.23107710961,19312.76892289039
2019-04-17,23584,22918.547296488654,19040.552703511345
2019-04-18,23383,23324.118436706325,18915.981563293673
2019-04-19,23483,23689.5574970027,18811.4425029973
2019-04-22,23684,24049.217104958498,18772.8828950415
2019-04-23,23383,24302.650926354043,18770.349073645957
2019-04-24,23684,24577.38734048932,18806.71265951068
2019-04-25,23283,24745.95652086949,18909.143479130507
2019-04-26,23082,24868.465445362337,19017.434554637664
2019-04-29,23985,25105.470206865168,19111.62979313483
2019-04-30,24086,25326.08945411437,19222.21054588563
2019-05-02,24688,25602.96151413219,19356.838485867815
2019-05-03,25691,26034.743601247457,19436.85639875254
2019-05-07,25591,26355.59281203015,19617.80718796985
2019-05-08,25792,26625.803032245713,19879.49696775429
2019-05-09,25390,26684.561824240773,20342.538175759226
2019-05-10,26093,26841.58845426576,20737.51154573424
2019-05-13,25792,26824.35056327294,21276.64943672706
2019-05-14,26896,26902.81040294673,21830.489597053274
2019-05-15,26494,27068.63006938135,22096.169930618653
2019-05-16,26795,27368.518006717022,22117.38199328298
2019-05-17,24989,27382.791784086214,22243.608215913788
2019-05-20,25390,27403.493265048255,22423.606734951743
2019-05-21,25089,27391.413699829085,22596.286300170912
2019-05-22,25189,27386.703380990853,22751.496619009144
2019-05-23,24888,27325.137812743786,22963.56218725621
2019-05-24,24888,27279.50496209873,23129.59503790127
2019-05-27,24487,27167.704697030036,23361.795302969964
2019-05-28,24688,26976.333314643078,23713.76668535692
2019-05-29,24387,26934.60840809439,23795.691591905612
2019-05-30,24989,26873.151735481533,23947.448264518465
2019-05-31,24989,26862.88726176009,23987.812738239907
2019-06-03,24587,26848.930333141318,23891.369666858685
2019-06-04,23985,26887.754058117596,23691.9459418824
2019-06-05,24186,26861.695714868758,23557.40428513124
2019-06-07,24086,26867.89057561485,23420.80942438515
2019-06-10,24888,26751.337854404457,23416.86214559554
2019-06-11,24989,26677.748992339544,23410.151007660457
2019-06-12,24888,26325.52409907986,23561.57590092014
2019-06-13,25390,26085.38849913957,23691.311500860425
2019-06-14,25089,25606.42511065648,23999.674889343518
2019-06-17,24387,25591.948740440643,23953.95125955936
2019-06-18,24286,25510.01972414117,23925.48027585883
2019-06-19,24487,25466.15498426636,23909.145015733644
2019-06-20,24487,25398.500605110283,23906.599394889716
2019-06-21,25390,25487.9646302525,23867.335369747503
2019-06-24,25290,25548.946278930074,23846.553721069926
2019-06-25,26193,25857.8696372568,23708.230362743197
2019-06-26,25992,26049.554707391624,23646.945292608376
2019-06-27,26394,26312.0376676935,23585.162332306496
2019-06-28,26394,26528.044176757645,23509.655823242352
2019-07-01,25992,26639.433932657917,23498.566067342083
2019-07-02,26394,26818.44211381001,23500.257886189986
2019-07-03,26293,26910.824103971314,23638.675896028686
2019-07-04,26594,27048.19367121644,23742.106328783564
2019-07-05,26795,27175.905973784138,23885.29402621586
2019-07-08,25691,27188.99815935768,23952.50184064232
2019-07-09,26293,27260.572705997758,24011.327294002243
2019-07-10,26293,27316.085854077635,24096.314145922366
2019-07-11,26193,27363.070563037643,24129.629436962354
2019-07-12,26394,27421.939669955682,24201.260330044315
2019-07-15,26695,27435.030294265493,24418.969705734507
2019-07-16,26695,27377.983486198737,24716.916513801265
2019-07-17,26293,27249.52674301868,25025.97325698132
2019-07-18,26394,27031.793907511623,25434.406092488374
2019-07-19,27096,27102.228498965775,25534.57150103423
2019-07-22,26896,27058.108379176207,25739.291620823795
2019-07-23,27297,27217.4211781445,25690.378821855502
2019-07-24,27297,27337.543361861113,25700.75663813889
2019-07-25,26293,27336.979130346237,25691.22086965376
2019-07-26,26293,27336.260779478664,25681.839220521335
2019-07-29,25892,27345.506000038913,25662.593999961086
2019-07-30,25290,27450.332537883558,25447.36746211644
2019-07-31,25491,27496.976151999763,25320.523848000237
2019-08-01,25390,27523.389290241947,25173.710709758052
2019-08-02,25792,27478.61450325171,25118.185496748294
2019-08-05,24587,27628.485013425943,24857.91498657406
2019-08-06,24487,27744.58866302473,24561.211336975273
2019-08-07,24788,27779.9128005413,24375.387199458703
2019-08-08,25491,27763.643957495566,24321.456042504433
2019-08-09,26494,27773.517063783256,24321.582936216742
2019-08-12,26093,27716.66498593394,24318.23501406606
2019-08-13,26394,27681.560868128505,24323.239131871498
2019-08-14,26193,27673.510208661824,24321.28979133818
2019-08-16,25992,27642.993988450256,24311.606011549742
2019-08-19,26193,27517.166324007376,24347.133675992627
2019-08-20,26494,27455.245792060425,24368.854207939574
2019-08-21,26394,27287.450063958306,24446.349936041697
2019-08-22,26695,27151.315335940388,24522.28466405961
2019-08-23,26695,27212.440195292656,24501.359804707346
2019-08-26,26594,27254.295600020545,24489.604399979457
2019-08-27,26896,27378.501067421716,24465.798932578287
2019-08-28,26795,27471.638772348688,24523.161227651315
2019-08-29,26695,27543.057845422663,24572.142154577334
2019-08-30,26996,27644.88177266991,24630.918227330094
2019-09-02,27498,27837.082223577792,24609.31777642221
2019-09-03,27598,27904.59385054071,24842.90614945929
2019-09-04,27799,27920.01258311817,25158.68741688183
2019-09-05,27096,27781.541228970877,25527.958771029123
2019-09-06,27297,27763.40439493612,25726.69560506388
2019-09-09,26695,27766.96911989198,25743.230880108018
2019-09-10,27197,27790.02973717053,25830.570262829468
2019-09-11,26695,27787.238772430483,25863.461227569514
2019-09-16,26494,27769.48996788393,25911.310032116075
2019-09-17,26494,27722.403728549194,26008.596271450806
2019-09-18,27498,27770.611862076097,26090.888137923903
2019-09-19,27197,27787.442297979804,26144.3577020202
2019-09-20,27197,27787.414925863664,26224.685074136334
2019-09-23,26996,27788.7130878464,26253.486912153596
2019-09-24,27698,27879.15746604158,26263.34253395842
2019-09-25,27297,27887.61077417412,26325.18922582588
2019-09-26,27397,27916.37493104114,26346.52506895886
2019-09-27,27197,27920.626951869093,26382.473048130905
2019-09-30,27197,27915.14841249977,26438.151587500233
2019-10-01,27598,27963.10354445659,26450.39645554341
2019-10-02,27197,27935.52711630384,26447.87288369616
2019-10-04,26795,27889.702023994945,26413.397976005053
2019-10-07,26996,27785.88050964891,26436.919490351094
2019-10-08,26996,27782.84096486603,26429.959035133972
2019-10-10,27397,27795.21111581107,26427.588884188932
2019-10-11,27096,27786.775865104682,26476.12413489532
2019-10-14,26996,27778.655345718238,26464.144654281765
2019-10-15,26896,27767.042545749275,26495.857454250727
2019-10-16,26494,27767.042545749275,26495.857454250727
2019-10-17,26193,27825.54489648593,26407.25510351407
2019-10-18,26594,27793.05917856998,26349.34082143002
2019-10-21,26795,27780.55744798622,26321.64255201378
2019-10-22,27297,27791.117908841206,26321.08209115879
2019-10-23,28100,27980.82717944351,26241.77282055649
2019-10-24,28000,28047.76955269484,26205.030447305162
2019-10-25,28100,28184.17685230286,26148.92314769714
2019-10-28,28100,28298.340055135606,26105.059944864395
2019-10-29,28000,28395.102841223892,26088.597158776105
2019-10-30,27698,28437.682356510937,26096.117643489066
2019-10-31,28401,28576.5537530267,26037.5462469733
2019-11-01,29204,28931.949617704722,25882.85038229528
2019-11-04,29405,29273.894288130738,25801.905711869265
2019-11-05,29806,29666.29911848279,25690.50088151721
2019-11-06,30308,30123.032019821112,25564.967980178888
2019-11-07,30308,30507.66244889195,25471.437551108047
2019-11-08,30508,30877.784441549527,25442.515558450476
2019-11-11,30910,31276.61992553268,25435.080074467318
2019-11-12,30810,31582.876996200866,25520.223003799132
2019-11-13,30810,31796.443056901662,25738.256943098335
2019-11-14,31010,31939.885313765582,26076.51468623442
2019-11-15,31211,32096.48097536035,26381.619024639647
2019-11-18,31612,32281.42844749196,26678.371552508044
2019-11-19,31412,32415.6765874937,26955.623412506302
2019-11-20,31412,32578.094937980688,27124.405062019312
2019-11-21,30910,32616.107725614864,27377.392274385136
2019-11-22,30709,32604.85641388482,27649.543586115182
2019-11-25,31412,32639.21564048149,27946.38435951851
2019-11-26,31612,32624.675988558603,28322.1240114414
2019-11-27,31612,32434.888316573866,28903.31168342613
2019-11-28,31512,32267.806376252138,29381.493623747865
2019-11-29,31211,32157.386132244585,29692.613867755415
2019-12-02,31412,32045.10750987613,30005.59249012387
2019-12-03,31512,31974.429034854416,30246.870965145587
2019-12-04,31311,31940.76426368967,30380.835736310328
2019-12-05,30007,32002.806375963883,30288.693624036117
2019-12-06,30810,31980.41786431138,30341.282135688616
2019-12-09,30408,32016.15561824251,30255.34438175749
2019-12-10,30007,32102.68174549371,30088.518254506285
2019-12-11,30107,32154.79594260986,29966.10405739014
2019-12-12,30007,32201.97976977274,29818.620230227258
2019-12-13,30308,32192.698052441956,29737.601947558047
2019-12-16,30408,32116.922984761164,29692.977015238837
2019-12-17,30207,32070.27021744825,29619.12978255175
2019-12-18,30308,32006.907340038808,29572.092659961192
2019-12-19,30107,32002.466414133116,29496.23358586688
2019-12-20,30107,32004.944057903256,29433.555942096744
2019-12-23,29806,31942.948300774384,29334.951699225618
2019-12-24,29405,31859.14945516242,29198.050544837577
2019-12-26,29706,31709.024124607946,29157.575875392053
2019-12-27,30810,31584.4511671566,29211.9488328434
2019-12-30,30810,31519.253487166046,29237.046512833957
2020-01-02,30609,31377.965788911693,29298.034211088307
2020-01-03,30609,31186.294729242938,29399.40527075706
2020-01-06,31010,31106.851607816134,29448.748392183865
2020-01-07,32114,31538.560754029826,29227.739245970177
2020-01-08,32014,31800.29056418779,29086.409435812206
2020-01-09,32917,32318.931255228516,28818.668744771483
2020-01-10,33118,32788.986710748366,28659.71328925163
2020-01-13,33519,33283.290227460624,28506.609772539377
2020-01-14,33519,33689.319455900855,28451.780544099143
2020-01-15,34121,34183.78332734321,28338.61667265679
2020-01-16,34422,34674.676788813405,28249.123211186594
2020-01-17,33820,34962.73905454133,28322.36094545867
2020-01-20,33820,35211.825869210916,28424.474130789087
2020-01-21,33118,35309.49064704296,28627.909352957042
2020-01-22,33318,35401.24754696878,28857.252453031222
2020-01-23,33218,35413.79644006287,29185.903559937127
2020-01-28,32616,35261.28011731674,29659.519882683264
2020-01-29,32817,35100.42571298701,30131.474287012992
2020-01-30,32516,35037.371651032394,30365.12834896761
2020-01-31,31913,34952.40770778083,30560.392292219167
2020-02-03,32014,34813.330201002136,30839.969798997867
2020-02-04,33017,34637.64970362472,31256.45029637529
2020-02-05,32716,34463.71332141632,31600.986678583675
2020-02-06,33318,34461.18765917298,31723.912340827024
2020-02-07,33620,34461.139322686715,31884.560677313282
2020-02-10,33921,34547.11017910666,31898.98982089334
2020-02-11,34121,34655.21768592581,31891.18231407418
2020-02-12,34523,34811.85046944842,31834.94953055158
2020-02-13,35928,35334.495701452885,31553.204298547113
2020-02-14,36129,35769.888441815165,31318.611558184835
2020-02-17,36229,36139.464353928204,31129.735646071793
2020-02-18,36530,36590.510712906,30949.689287094003
2020-02-19,38136,37416.78461202849,30555.015387971514
2020-02-20,38236,38132.74785367284,30350.852146327168
2020-02-21,38035,38691.28607326214,30264.01392673786
2020-02-24,36831,38953.55594360265,30363.044056397353
2020-02-25,37232,39218.22734125982,30559.972658740175
2020-02-26,36931,39400.2650509863,30789.334949013708
2020-02-27,35827,39399.72855874923,31120.971441250767
2020-02-28,34523,39240.30624458165,31541.39375541835
2020-03-02,35125,39057.90388535217,32034.89611464783
2020-03-03,35125,38964.5556727549,32339.044327245112
2020-03-04,36028,38829.73606848157,32805.06393151843
2020-03-05,36028,38726.17273128818,33179.627268711825
2020-03-06,35225,38607.96987310737,33458.33012689263
2020-03-09,33620,38647.834739474936,33388.36526052506
2020-03-10,34724,38599.04652162577,33497.45347837423
2020-03-11,33921,38657.40262746488,33378.897372535124
2020-03-12,32315,38954.15687961708,32720.84312038292
2020-03-13,31913,39197.5574290986,32055.842570901394
2020-03-16,29605,39750.45808947163,30840.541910528373
2020-03-17,29605,40032.38234862968,29866.117651370318
2020-03-18,28301,40113.22099736199,28801.77900263801
2020-03-19,26896,40188.51213416635,27592.487865833653
2020-03-20,30007,39697.59668726583,27280.60331273417
2020-03-23,28802,39423.31623506215,26751.983764937853
2020-03-24,31010,38861.44925445306,26691.650745546944
2020-03-25,31010,38283.98038952319,26677.01961047681
2020-03-26,30207,37863.278671709064,26535.721328290936
2020-03-27,30609,37599.61451105257,26407.98548894743
2020-03-30,30709,37206.08865189543,26359.91134810457
2020-03-31,31211,36780.19454219099,26394.405457809007
2020-04-01,30207,36077.36283566594,26515.13716433406
2020-04-02,31512,35306.08372378992,26834.816276210084
