Date,ma_005,ma_010,ma_020,ma_060,ma_120,ma_240
2018-02-05,28019.6,27768.6,28094.8,28765.6,27873.241666666665,
2018-02-06,27718.4,27658.2,27833.85,28693.666666666668,27906.691666666666,
2018-02-07,27176.4,27487.6,27603.0,28606.683333333334,27936.8,
2018-02-08,26574.2,27317.0,27462.5,28514.683333333334,27966.908333333333,
2018-02-09,25550.6,26875.4,27236.7,28390.9,27980.291666666668,
2018-02-12,24888.2,26453.9,26965.75,28270.466666666667,27988.65,
2018-02-13,24406.6,26062.5,26750.0,28151.716666666667,27996.175,
2018-02-14,24246.0,25711.2,26634.55,28034.633333333335,28009.55,
2018-02-19,24145.6,25359.9,26519.1,27914.2,28027.108333333334,
2018-02-20,24346.4,24948.5,26368.6,27787.083333333332,28042.166666666668,
2018-02-21,24607.4,24747.8,26258.2,27686.733333333334,28057.225,
2018-02-22,24788.0,24597.3,26127.75,27599.75,28071.441666666666,
2018-02-23,24828.2,24537.1,26012.35,27517.783333333333,28083.15,
2018-02-26,24788.2,24466.9,25891.95,27435.833333333332,28092.35,
2018-02-27,25109.2,24727.8,25801.6,27387.316666666666,28114.091666666667,
2018-02-28,25249.6,24928.5,25691.2,27330.45,28129.141666666666,
2018-03-02,25410.2,25099.1,25580.8,27300.35,28138.341666666667,
2018-03-05,25390.2,25109.2,25410.2,27243.483333333334,28138.341666666667,
2018-03-06,25771.4,25279.8,25319.85,27220.05,28155.9,
2018-03-07,25711.2,25410.2,25179.35,27183.25,28172.625,
2018-03-08,25871.8,25560.7,25154.25,27163.183333333334,28183.5,
2018-03-09,26132.8,25771.5,25184.4,27158.166666666668,28193.541666666668,
2018-03-12,26614.4,26002.3,25269.7,27146.45,28206.916666666668,
2018-03-13,26935.6,26353.5,25410.2,27148.116666666665,28225.316666666666,
2018-03-14,27236.8,26474.0,25600.9,27134.733333333334,28236.191666666666,
2018-03-15,27618.2,26745.0,25836.75,27136.4,28254.591666666667,
2018-03-16,27899.2,27016.0,26057.55,27126.366666666665,28277.175,
2018-03-19,27999.6,27307.0,26208.1,27109.633333333335,28286.375,
2018-03-20,27939.4,27437.5,26358.65,27124.683333333334,28292.225,
2018-03-21,27979.4,27608.1,26509.15,27133.033333333333,28296.4,
2018-03-22,27838.8,27728.5,26644.6,27148.083333333332,28298.066666666666,
2018-03-23,27417.2,27658.2,26714.85,27153.1,28277.991666666665,
2018-03-26,27156.2,27577.9,26790.1,27158.116666666665,28259.591666666667,
2018-03-27,26855.2,27397.3,26875.4,27176.516666666666,28247.883333333335,
2018-03-28,26494.0,27236.7,26855.35,27141.383333333335,28231.991666666665,
2018-03-29,26152.8,26995.8,26870.4,27116.283333333333,28212.75,
2018-03-30,26213.0,26815.1,26915.55,27067.766666666666,28198.533333333333,
2018-04-02,26132.8,26644.5,26975.75,27000.866666666665,28180.966666666667,
2018-04-03,26012.4,26433.8,26935.65,26908.883333333335,28155.041666666668,
2018-04-04,25791.6,26142.8,26875.45,26800.166666666668,28112.391666666666,
2018-04-05,25591.0,25871.9,26800.2,26683.083333333332,28068.908333333333,
2018-04-06,25209.6,25711.3,26684.75,26567.666666666668,28007.016666666666,
2018-04-09,24908.6,25520.7,26549.3,26474.0,27955.166666666668,
2018-04-10,24667.6,25340.0,26368.65,26413.783333333333,27899.133333333335,
2018-04-11,24587.4,25189.5,26213.1,26350.233333333334,27838.925,
2018-04-12,24406.8,24998.9,25997.35,26266.616666666665,27791.258333333335,
2018-04-13,24326.6,24768.1,25791.6,26199.716666666667,27746.933333333334,
2018-04-16,24145.8,24527.2,25585.85,26142.833333333332,27691.733333333334,
2018-04-17,23965.2,24316.4,25375.1,26084.283333333333,27636.533333333333,
2018-04-18,23884.8,24236.1,25189.45,26022.4,27585.516666666666,
2018-04-19,23744.2,24075.5,24973.7,25958.833333333332,27536.175,
2018-04-20,23523.4,23925.0,24818.15,25886.916666666668,27494.358333333334,
2018-04-23,23282.6,23714.2,24617.45,25806.633333333335,27440.0,
2018-04-24,23162.2,23563.7,24451.85,25739.733333333334,27394.841666666667,
2018-04-25,23001.6,23443.2,24316.35,25657.766666666666,27347.166666666668,
2018-04-26,22901.2,23322.7,24160.8,25574.133333333335,27285.275,
2018-04-27,22841.0,23182.2,23975.15,25490.5,27224.225,
2018-04-30,22841.0,23061.8,23794.5,25393.483333333334,27154.808333333334,
2018-05-02,22821.0,22991.6,23654.0,25303.166666666668,27090.416666666668,
2018-05-03,22740.8,22871.2,23553.65,25202.816666666666,27022.675,
2018-05-04,22660.6,22780.9,23428.2,25127.55,26946.575,
2018-05-08,22600.4,22720.7,23322.85,25064.0,26878.833333333332,
2018-05-09,22680.8,22760.9,23237.55,25018.85,26812.766666666666,
2018-05-10,22781.0,22801.0,23182.35,24987.066666666666,26750.875,
2018-05-11,22921.4,22831.1,23137.15,24983.716666666667,26687.308333333334,
2018-05-14,22961.6,22811.1,23066.9,24967.0,26618.733333333334,
2018-05-15,23062.0,22831.2,23006.7,24951.95,26551.833333333332,
2018-05-16,23222.4,22951.6,23006.7,24933.55,26484.091666666667,
2018-05-17,23202.4,22991.7,22991.65,24908.466666666667,26411.333333333332,
2018-05-18,23062.0,22991.7,22931.45,24876.683333333334,26331.883333333335,
2018-05-21,23082.0,23021.8,22901.35,24839.883333333335,26263.308333333334,
2018-05-23,23001.6,23031.8,22876.25,24803.083333333332,26201.416666666668,
2018-05-24,22841.2,23031.8,22896.35,24767.966666666667,26142.875,
2018-05-25,22660.6,22931.5,22866.25,24731.166666666668,26083.5,
2018-05-28,22439.8,22750.9,22791.0,24654.233333333334,26020.775,
2018-05-29,22219.0,22650.5,22730.8,24587.333333333332,25958.891666666666,
2018-05-30,21877.8,22439.7,22635.45,24508.716666666667,25904.533333333333,
2018-05-31,21496.4,22168.8,22560.2,24443.483333333334,25843.483333333334,
2018-06-01,21195.2,21927.9,22459.8,24349.816666666666,25784.933333333334,
2018-06-04,21195.2,21817.5,22404.6,24277.9,25730.575,
2018-06-05,21335.6,21777.3,22399.55,24209.316666666666,25686.25,
2018-06-07,21636.6,21757.2,22394.5,24134.033333333333,25646.1,
2018-06-08,22018.0,21757.2,22394.5,24060.45,25603.45,
2018-06-11,22399.4,21797.3,22364.4,23971.8,25559.958333333332,
2018-06-12,22640.2,21917.7,22334.3,23894.85,25514.791666666668,
2018-06-14,22660.4,21998.0,22324.25,23796.166666666668,25466.283333333333,
2018-06-15,22580.2,22108.4,22274.05,23690.783333333333,25408.575,
2018-06-18,22359.4,22188.7,22178.75,23590.433333333334,25350.033333333333,
2018-06-19,22058.4,22228.9,22078.4,23481.716666666667,25303.2,
2018-06-20,21817.6,22228.9,22023.2,23381.366666666665,25257.2,
2018-06-21,21616.8,22138.6,21957.95,23277.666666666668,25212.875,
2018-06-22,21797.4,22188.8,21973.0,23222.466666666667,25187.783333333333,
2018-06-25,22058.2,22208.8,21983.0,23165.6,25161.858333333334,
2018-06-26,22279.0,22168.7,21983.0,23100.366666666665,25138.441666666666,
2018-06-27,22399.4,22108.5,22013.1,23040.15,25090.766666666666,
2018-06-28,22580.0,22098.4,22048.2,22979.933333333334,25048.108333333334,
2018-06-29,22600.2,22198.8,22153.6,22921.4,24994.583333333332,
2018-07-02,22499.8,22279.0,22233.85,22862.85,24931.858333333334,
2018-07-03,22580.0,22429.5,22329.2,22814.333333333332,24861.608333333334,
2018-07-04,22820.8,22610.1,22419.5,22792.583333333332,24796.375,25743.883333333335
2018-07-05,23021.6,22800.8,22469.7,22765.816666666666,24724.45,25756.008333333335
2018-07-06,23021.6,22810.9,22499.85,22739.066666666666,24653.366666666665,25767.716666666667
2018-07-09,23262.6,22881.2,22545.0,22725.683333333334,24599.841666666667,25783.608333333334
2018-07-10,23383.0,22981.5,22575.1,22707.283333333333,24560.533333333333,25797.908333333333
2018-07-11,23363.0,23091.9,22600.2,22690.55,24520.391666666666,25812.545833333334
2018-07-12,23403.2,23212.4,22655.4,22682.183333333334,24474.4,25826.7625
2018-07-13,23543.6,23282.6,22740.7,22673.816666666666,24436.766666666666,25838.8875
2018-07-16,23503.4,23383.0,22831.0,22672.15,24407.491666666665,25848.504166666666
2018-07-17,23383.0,23383.0,22906.25,22658.766666666666,24371.525,25856.029166666667
2018-07-18,23242.6,23302.8,22956.45,22637.033333333333,24329.716666666667,25860.2125
2018-07-19,23102.0,23252.6,23026.7,22628.666666666668,24293.75,25864.391666666666
2018-07-20,22981.6,23262.6,23036.75,22628.666666666668,24257.791666666668,25870.6625
2018-07-23,22941.4,23222.4,23051.8,22643.716666666667,24225.175,25879.025
2018-07-24,23061.8,23222.4,23101.95,22650.4,24195.066666666666,25885.295833333334
2018-07-25,23262.4,23252.5,23172.2,22658.766666666666,24158.266666666666,25891.15
2018-07-26,23403.0,23252.5,23232.45,22670.483333333334,24122.308333333334,25889.058333333334
2018-07-27,23583.6,23282.6,23282.6,22690.55,24090.525,25890.3125
2018-07-30,23623.8,23282.6,23332.8,22708.95,24051.216666666667,25891.983333333334
2018-07-31,23443.2,23252.5,23317.75,22702.25,24002.708333333332,25890.308333333334
2018-08-01,23222.4,23242.4,23272.6,22698.9,23950.858333333334,25891.979166666668
2018-08-02,22961.4,23182.2,23217.4,22695.55,23911.55,25892.395833333332
2018-08-03,22700.6,23142.1,23202.35,22698.9,23881.45,25894.070833333335
2018-08-06,22580.2,23102.0,23162.2,22700.566666666666,23859.708333333332,25898.254166666666
2018-08-07,22881.4,23162.3,23192.35,22710.616666666665,23848.841666666667,25907.875
2018-08-08,23142.4,23182.4,23217.45,22717.316666666666,23850.516666666666,25915.404166666667
2018-08-09,23724.4,23342.9,23297.7,22759.116666666665,23863.058333333334,25925.854166666668
2018-08-10,24326.4,23513.5,23398.05,22804.266666666666,23878.108333333334,25937.141666666666
2018-08-13,24747.8,23664.0,23473.3,22827.683333333334,23880.616666666665,25945.083333333332
2018-08-14,25048.8,23965.1,23608.8,22864.483333333334,23886.475,25956.791666666668
2018-08-16,25390.0,24266.2,23754.3,22911.316666666666,23894.0,25968.083333333332
2018-08-17,25450.4,24587.4,23884.8,22956.483333333334,23898.183333333334,25977.704166666666
2018-08-20,25310.0,24818.2,23980.15,22996.633333333335,23899.858333333334,25985.65
2018-08-21,25310.0,25028.9,24065.45,23033.416666666668,23900.691666666666,25991.920833333334
2018-08-22,25189.6,25119.2,24140.75,23075.233333333334,23903.2,25997.775
2018-08-23,25109.2,25249.6,24216.0,23133.766666666666,23894.0,26004.045833333334
2018-08-24,24988.6,25219.5,24281.2,23187.283333333333,23887.308333333334,26008.225
2018-08-27,25129.0,25219.5,24366.5,23267.566666666666,23888.141666666666,26013.241666666665
2018-08-28,25189.2,25249.6,24456.8,23341.15,23892.316666666666,26015.329166666666
2018-08-29,25269.4,25229.5,24597.3,23414.75,23882.283333333333,26019.091666666667
2018-08-30,25309.6,25209.4,24737.8,23476.633333333335,23877.266666666666,26024.945833333335
2018-08-31,25349.8,25169.2,24878.3,23521.8,23865.558333333334,26024.529166666667
2018-09-03,25089.0,25109.0,24963.6,23555.266666666666,23844.65,26019.095833333333
2018-09-04,24948.6,25068.9,25048.9,23585.366666666665,23822.908333333333,26014.9125
2018-09-05,24727.8,24998.6,25058.9,23608.783333333333,23790.291666666668,26007.804166666665
2018-09-06,24467.0,24888.3,25068.95,23628.866666666665,23761.858333333334,25999.025
2018-09-07,24266.4,24808.1,25013.8,23655.633333333335,23725.9,25990.245833333334
2018-09-10,24166.0,24627.5,24923.5,23687.416666666668,23689.1,25983.1375
2018-09-11,23945.2,24446.9,24848.25,23717.516666666666,23653.975,25970.175
2018-09-12,23905.2,24316.5,24773.0,23762.683333333334,23622.2,25957.2125
2018-09-13,23945.2,24206.1,24707.75,23806.166666666668,23593.766666666666,25945.083333333332
2018-09-14,23945.2,24105.8,24637.5,23849.666666666668,23563.666666666668,25930.866666666665
2018-09-17,24045.6,24105.8,24607.4,23874.766666666666,23548.616666666665,25913.304166666665
2018-09-18,24206.2,24075.7,24572.3,23896.516666666666,23531.058333333334,25895.325
2018-09-19,24085.6,23995.4,24497.0,23913.233333333334,23506.8,25877.341666666667
2018-09-20,23945.2,23945.2,24416.75,23934.983333333334,23487.566666666666,25859.779166666667
2018-09-21,23884.8,23915.0,24361.55,23958.4,23469.166666666668,25840.958333333332
2018-09-27,23844.6,23945.1,24286.3,23978.466666666667,23449.933333333334,25824.233333333334
2018-09-28,23784.4,23995.3,24221.1,24003.566666666666,23433.208333333332,25807.0875
2018-10-01,23884.8,23985.2,24150.85,24021.966666666667,23418.15,25786.595833333333
2018-10-02,23804.4,23874.8,24040.45,24016.95,23404.766666666666,25758.579166666666
2018-10-04,23543.6,23714.2,23910.0,24001.9,23383.858333333334,25726.383333333335
2018-10-05,23082.0,23463.3,23784.55,23983.5,23361.283333333333,25684.15
2018-10-08,22620.4,23202.4,23639.05,23950.05,23337.866666666665,25646.516666666666
2018-10-10,21998.2,22941.5,23468.45,23906.566666666666,23306.925,25603.029166666667
2018-10-11,21315.8,22560.1,23252.65,23846.35,23268.45,25553.6875
2018-10-12,20874.2,22208.9,23061.95,23791.15,23236.666666666668,25513.9625
2018-10-15,20484.8,21783.4,22864.25,23728.6,23201.208333333332,25474.070833333335
2018-10-16,20203.8,21412.1,22703.7,23675.083333333332,23173.616666666665,25432.675
2018-10-17,20063.4,21030.8,22508.0,23629.933333333334,23144.35,25390.441666666666
2018-10-18,20143.8,20729.8,22302.3,23588.116666666665,23112.575,25349.045833333334
2018-10-19,20143.8,20509.0,22111.6,23544.633333333335,23086.65,25311.4125
2018-10-22,20272.2,20378.5,21920.9,23502.816666666666,23065.741666666665,25280.05
2018-10-23,20272.2,20238.0,21720.2,23452.65,23048.183333333334,25244.091666666667
2018-10-24,20220.0,20141.7,21541.6,23393.116666666665,23021.758333333335,25208.3
2018-10-25,19967.0,20055.4,21307.75,23313.5,22986.133333333335,25166.65
2018-10-26,19561.6,19852.7,21030.8,23224.516666666666,22947.5,25116.3875
2018-10-29,18963.4,19617.8,20700.6,23117.8,22904.175,25064.2
2018-10-30,18561.8,19417.0,20414.55,23030.816666666666,22869.883333333335,25012.345833333333
2018-10-31,18256.6,19238.3,20134.55,22960.9,22831.575,24960.995833333334
2018-11-01,18212.4,19089.7,19909.75,22896.0,22797.45,24910.0625
2018-11-02,18505.4,19033.5,19771.25,22853.183333333334,22774.366666666665,24860.470833333333
2018-11-05,18822.6,18893.0,19635.75,22794.633333333335,22746.766666666666,24812.8
2018-11-06,19067.6,18814.7,19526.35,22738.1,22719.333333333332,24766.05
2018-11-07,19228.2,18742.4,19442.05,22656.466666666667,22683.541666666668,24717.208333333332
2018-11-08,19505.2,18858.8,19457.1,22592.9,22655.108333333334,24671.208333333332
2018-11-09,19597.6,19051.5,19452.1,22509.283333333333,22634.2,24626.466666666667
2018-11-12,19818.4,19320.5,19469.15,22418.966666666667,22611.616666666665,24581.725
2018-11-13,20015.0,19541.3,19479.15,22343.7,22585.691666666666,24534.891666666666
2018-11-14,20312.0,19770.1,19504.2,22261.733333333334,22563.108333333334,24487.220833333333
2018-11-15,20472.6,19988.9,19539.3,22183.116666666665,22547.216666666667,24439.55
2018-11-16,20552.8,20075.2,19554.35,22101.15,22528.816666666666,24396.0625
2018-11-19,20793.6,20306.0,19599.5,22042.6,22519.616666666665,24360.516666666666
2018-11-20,21014.4,20514.7,19664.7,21985.733333333334,22509.575,24326.225
2018-11-21,21195.2,20753.6,19748.0,21928.866666666665,22502.05,24292.775
2018-11-22,21295.6,20884.1,19871.45,21865.316666666666,22499.541666666668,24260.158333333333
2018-11-23,21516.4,21034.6,20043.05,21811.8,22499.541666666668,24229.216666666667
2018-11-26,21737.2,21265.4,20292.95,21759.95,22513.758333333335,24209.145833333332
2018-11-27,21877.8,21446.1,20493.7,21709.783333333333,22525.466666666667,24184.475
2018-11-28,22058.4,21626.8,20698.45,21661.283333333333,22538.016666666666,24161.475
2018-11-29,22279.2,21787.4,20888.15,21612.783333333333,22544.708333333332,24137.641666666666
2018-11-30,22459.8,21988.1,21031.65,21570.966666666667,22546.383333333335,24116.316666666666
2018-12-03,22500.0,22118.6,21212.3,21544.2,22549.733333333334,24097.916666666668
2018-12-04,22620.4,22249.1,21381.9,21515.766666666666,22550.566666666666,24077.008333333335
2018-12-05,22720.8,22389.6,21571.6,21494.033333333333,22551.408333333333,24055.683333333334
2018-12-06,22881.4,22580.3,21732.2,21480.65,22554.758333333335,24034.775
2018-12-07,22961.8,22710.8,21872.7,21462.25,22558.941666666666,24012.6125
2018-12-10,22861.4,22680.7,21973.05,21435.483333333334,22561.45,23985.0125
2018-12-11,22600.4,22610.4,22028.25,21403.7,22560.608333333334,23955.320833333335
2018-12-12,22419.6,22570.2,22098.5,21370.233333333334,22566.458333333332,23934.829166666666
2018-12-13,22238.8,22560.1,22173.75,21338.45,22572.308333333334,23914.754166666666
2018-12-14,22058.0,22509.9,22249.0,21304.983333333334,22577.325,23895.1
2018-12-17,22038.0,22449.7,22284.15,21268.183333333334,22571.475,23879.629166666666
2018-12-18,22098.2,22349.3,22299.2,21228.033333333333,22562.275,23862.066666666666
2018-12-19,22018.0,22218.8,22304.2,21197.933333333334,22555.583333333332,23847.0125
2018-12-20,21676.8,21957.8,22269.05,21149.416666666668,22542.2,23816.483333333334
2018-12-21,21456.0,21757.0,22233.9,21102.583333333332,22530.491666666665,23789.3
2018-12-24,21074.6,21556.3,22118.5,21037.35,22507.908333333333,23751.245833333334
2018-12-26,20673.2,21385.7,21998.05,20968.766666666666,22486.166666666668,23709.0125
2018-12-27,20412.2,21215.1,21892.65,20908.55,22465.258333333335,23663.433333333334
2018-12-28,20412.2,21044.5,21802.3,20866.733333333334,22441.841666666667,23619.108333333334
2019-01-02,20312.0,20884.0,21696.95,20833.283333333333,22417.591666666667,23571.020833333332
2019-01-03,20372.2,20723.4,21586.55,20811.533333333333,22397.516666666666,23525.441666666666
2019-01-04,20573.0,20623.1,21486.2,20798.15,22374.1,23486.970833333333
2019-01-07,20633.2,20522.7,21370.75,20794.8,22350.683333333334,23455.608333333334
2019-01-08,20508.8,20460.5,21209.15,20799.483333333334,22322.916666666668,23421.654166666667
2019-01-09,20508.8,20410.4,21083.7,20802.833333333332,22296.991666666665,23385.695833333335
2019-01-10,20448.6,20410.4,20983.35,20808.516666666666,22268.558333333334,23352.6625
2019-01-11,20388.4,20480.7,20933.2,20813.533333333333,22244.308333333334,23325.9
2019-01-14,20268.0,20450.6,20832.85,20811.85,22220.891666666666,23296.208333333332
2019-01-15,20268.0,20388.4,20716.45,20809.833333333332,22198.975,23264.345833333333
2019-01-16,20187.6,20348.2,20616.1,20806.483333333334,22175.558333333334,23234.654166666667
2019-01-17,20087.2,20267.9,20495.65,20793.1,22147.958333333332,23202.875
2019-01-18,19990.8,20189.6,20406.35,20790.083333333332,22121.366666666665,23173.270833333332
2019-01-21,19942.6,20105.3,20314.0,20788.733333333334,22090.925,23142.995833333334
2019-01-22,20027.0,20147.5,20304.0,20814.833333333332,22064.166666666668,23111.216666666667
2019-01-23,20127.4,20157.5,20283.95,20853.633333333335,22039.075,23080.691666666666
2019-01-24,20268.0,20177.6,20294.0,20901.816666666666,22009.808333333334,23050.166666666668
2019-01-25,20384.4,20187.6,20334.15,20941.966666666667,21986.391666666666,23018.804166666665
2019-01-28,20513.0,20227.8,20339.2,20976.766666666666,21968.833333333332,22985.770833333332
2019-01-29,20513.0,20270.0,20329.2,21006.55,21951.275,22951.066666666666
2019-01-30,20408.6,20268.0,20308.1,21012.233333333334,21932.708333333332,22922.129166666666
2019-01-31,20300.2,20284.1,20276.0,21024.95,21909.791666666668,22895.620833333334
2019-02-01,20183.8,20284.1,20236.85,21034.983333333334,21886.541666666668,22873.125
2019-02-07,20063.2,20288.1,20196.7,21046.35,21851.408333333333,22850.125
2019-02-08,19910.6,20211.8,20179.65,21040.333333333332,21816.616666666665,22833.566666666666
2019-02-11,19738.0,20073.3,20115.4,21023.933333333334,21766.608333333334,22814.833333333332
2019-02-12,19605.4,19952.8,20065.2,21007.2,21713.083333333332,22795.595833333333
2019-02-13,19545.2,19864.5,20026.05,20995.833333333332,21669.766666666666,22775.191666666666
2019-02-14,19605.6,19834.4,20031.1,20987.483333333334,21624.608333333334,22755.541666666668
2019-02-15,19738.0,19824.3,20047.15,20979.116666666665,21581.116666666665,22737.558333333334
2019-02-18,19995.0,19866.5,20067.25,20977.45,21539.3,22718.741666666665
2019-02-19,20155.6,19880.5,20082.3,20954.033333333333,21498.316666666666,22699.0875
2019-02-20,20219.8,19882.5,20083.3,20929.616666666665,21457.675,22679.183333333334
2019-02-21,20155.4,19880.5,20084.3,20900.833333333332,21414.85,22659.025
2019-02-22,20067.2,19902.6,20057.2,20876.75,21371.033333333333,22632.516666666666
2019-02-25,19918.6,19956.8,20015.05,20844.3,21328.05,22607.679166666665
2019-02-26,20059.2,20107.4,20030.1,20814.2,21287.075,22587.608333333334
2019-02-27,20272.0,20245.9,20055.2,20795.8,21252.791666666668,22572.554166666665
2019-02-28,20456.8,20306.1,20070.25,20767.366666666665,21214.325,22548.304166666665
2019-03-04,20826.0,20446.6,20135.45,20755.65,21184.216666666667,22530.741666666665
2019-03-05,21155.2,20536.9,20201.7,20735.583333333332,21153.275,22509.416666666668
2019-03-06,21235.4,20647.3,20263.9,20708.816666666666,21126.508333333335,22485.579166666666
2019-03-07,21215.2,20743.6,20313.05,20678.7,21097.233333333334,22460.070833333335
2019-03-08,21375.8,20916.3,20398.4,20655.283333333333,21074.658333333333,22432.475
2019-03-11,21275.4,21050.7,20476.65,20621.816666666666,21051.233333333334,22406.545833333334
2019-03-12,21155.0,21155.1,20555.95,20585.016666666666,21023.633333333335,22374.766666666666
2019-03-13,21094.8,21165.1,20636.25,20561.6,20998.541666666668,22343.820833333335
2019-03-14,21175.2,21195.2,20720.55,20559.933333333334,20981.816666666666,22317.895833333332
2019-03-15,21175.2,21275.5,20790.8,20551.583333333332,20960.908333333333,22291.554166666665
2019-03-18,21235.6,21255.5,20851.05,20538.216666666667,20938.333333333332,22266.05
2019-03-19,21195.4,21175.2,20856.05,20513.133333333335,20909.058333333334,22236.3625
2019-03-20,21115.2,21105.0,20876.15,20484.7,20876.441666666666,22212.529166666667
2019-03-21,20954.6,21064.9,20904.25,20464.633333333335,20846.333333333332,22188.695833333335
2019-03-22,20814.0,20994.6,20955.45,20451.25,20824.591666666667,22165.695833333335
2019-03-25,20593.2,20914.4,20982.55,20447.916666666668,20798.666666666668,22143.116666666665
2019-03-26,20653.4,20924.4,21039.75,20446.25,20774.416666666668,22121.791666666668
2019-03-27,20673.4,20894.3,21029.7,20451.266666666666,20744.308333333334,22097.120833333334
2019-03-28,20673.4,20814.0,21004.6,20464.65,20716.708333333332,22074.958333333332
2019-03-29,20653.4,20733.7,21004.6,20471.35,20689.95,22054.05
2019-04-01,20693.4,20643.3,20949.4,20471.35,20669.041666666668,22036.904166666667
2019-04-02,20673.4,20663.4,20919.3,20476.366666666665,20654.825,22019.341666666667
2019-04-03,20673.4,20673.4,20889.2,20476.366666666665,20643.95,22002.616666666665
2019-04-04,20673.4,20673.4,20869.15,20473.016666666666,20635.583333333332,21986.725
2019-04-05,20633.2,20643.3,20818.95,20471.35,20633.075,21970.0
2019-04-08,20593.2,20643.3,20778.85,20478.383333333335,20638.933333333334,21953.691666666666
2019-04-09,20472.8,20573.1,20748.75,20473.366666666665,20638.1,21937.383333333335
2019-04-10,20472.8,20573.1,20733.7,20478.383333333335,20643.45,21922.329166666666
2019-04-11,20472.8,20573.1,20693.55,20480.05,20646.791666666668,21910.204166666666
2019-04-12,20472.8,20553.0,20643.35,20488.416666666668,20650.133333333335,21897.241666666665
2019-04-15,20814.0,20703.6,20673.45,20523.883333333335,20666.858333333334,21889.716666666667
2019-04-16,21496.4,20984.6,20824.0,20582.433333333334,20694.458333333332,21890.554166666665
2019-04-17,22098.6,21285.7,20979.55,20646.0,20719.55,21892.645833333332
2019-04-18,22660.6,21566.7,21120.05,20702.533333333333,20746.308333333334,21897.245833333334
2019-04-19,23242.6,21857.7,21250.5,20763.416666666668,20776.075,21898.916666666668
2019-04-22,23543.6,22178.8,21411.05,20816.933333333334,20815.883333333335,21901.008333333335
2019-04-23,23503.4,22499.9,21536.5,20863.766666666666,20858.7,21903.1
2019-04-24,23523.4,22811.0,21692.05,20917.283333333333,20909.55,21906.8625
2019-04-25,23503.4,23082.0,21827.55,20962.45,20952.208333333332,21911.045833333334
2019-04-26,23423.2,23332.9,21942.95,21005.933333333334,20991.35,21911.4625
2019-04-29,23483.4,23513.5,22108.55,21064.466666666667,21035.508333333335,21916.479166666668
2019-04-30,23624.0,23563.7,22274.15,21131.716666666667,21071.975,21923.170833333334
2019-05-02,23824.8,23674.1,22479.9,21211.0,21117.975,21932.370833333334
2019-05-03,24306.4,23904.9,22735.8,21306.0,21170.491666666665,21944.9125
2019-05-07,24808.2,24115.7,22986.7,21401.35,21223.85,21953.695833333335
2019-05-08,25169.6,24326.5,23252.65,21502.716666666667,21271.525,21963.316666666666
2019-05-09,25430.4,24527.2,23513.55,21606.083333333332,21315.008333333335,21974.604166666668
2019-05-10,25711.4,24768.1,23789.55,21719.833333333332,21363.516666666666,21987.566666666666
2019-05-13,25731.6,25019.0,24050.5,21821.533333333333,21408.683333333334,21997.1875
2019-05-14,25992.6,25400.4,24366.65,21933.6,21460.541666666668,22011.825
2019-05-15,26133.0,25651.3,24582.4,22035.633333333335,21507.375,22027.295833333334
2019-05-16,26414.0,25922.2,24742.95,22141.0,21559.225,22044.020833333332
2019-05-17,26193.2,25952.3,24813.2,22222.966666666667,21588.5,22054.058333333334
2019-05-20,26112.8,25922.2,24913.55,22312.616666666665,21621.116666666665,22065.345833333333
2019-05-21,25751.4,25872.0,24993.85,22399.933333333334,21650.383333333335,22076.216666666667
2019-05-22,25490.4,25811.7,25069.1,22487.566666666666,21682.158333333333,22090.85
2019-05-23,25109.0,25761.5,25144.35,22573.533333333333,21708.916666666668,22104.229166666668
2019-05-24,25088.8,25641.0,25204.55,22642.1,21728.15,22120.954166666666
2019-05-27,24908.2,25510.5,25264.75,22698.966666666667,21747.383333333335,22136.425
2019-05-28,24828.0,25289.7,25345.05,22764.2,21765.783333333333,22151.9
2019-05-29,24667.6,25079.0,25365.15,22807.7,21781.675,22163.191666666666
2019-05-30,24687.8,24898.4,25410.3,22867.916666666668,21801.75,22174.066666666666
2019-05-31,24708.0,24898.4,25425.35,22931.483333333334,21820.15,22184.941666666666
2019-06-03,24728.0,24818.1,25370.15,22991.7,21835.2,22192.883333333335
2019-06-04,24587.4,24707.7,25289.85,23031.833333333332,21843.558333333334,22197.483333333334
2019-06-05,24547.2,24607.4,25209.55,23080.35,21851.083333333332,22202.920833333334
2019-06-07,24366.6,24527.2,25144.35,23135.55,21860.283333333333,22209.6125
2019-06-10,24346.4,24527.2,25084.1,23202.45,21882.025,22221.7375
2019-06-11,24426.8,24577.4,25043.95,23262.666666666668,21911.3,22235.954166666666
2019-06-12,24607.4,24597.4,24943.55,23317.85,21934.716666666667,22250.5875
2019-06-13,24848.2,24697.7,24888.35,23381.4,21959.808333333334,22266.058333333334
2019-06-14,25048.8,24707.7,24803.05,23456.666666666668,21984.9,22281.1125
2019-06-17,24948.6,24647.5,24772.95,23521.9,22003.3,22287.3875
2019-06-18,24808.0,24617.4,24717.75,23583.783333333333,22024.208333333332,22293.241666666665
2019-06-19,24727.8,24667.6,24687.65,23644.0,22047.625,22301.604166666668
2019-06-20,24547.2,24697.7,24652.55,23710.9,22079.408333333333,22310.804166666665
2019-06-21,24607.4,24828.1,24677.65,23786.166666666668,22116.208333333332,22323.35
2019-06-24,24788.0,24868.3,24697.75,23864.783333333333,22158.025,22332.966666666667
