Date,macd,signal,histogram
2021-03-09,626.8532936013071,2125.460229484109,-1498.6069358828017
2021-03-10,364.9657491153339,1773.3613334103538,-1408.39558429502
2021-03-11,459.8747584312805,1510.6640184145394,-1050.789259983259
2021-03-12,560.9815348647971,1320.727521704591,-759.7459868397939
2021-03-15,601.8146897928673,1176.9449553222462,-575.1302655293789
2021-03-16,626.9481907787558,1066.9456024135482,-439.99741163479234
2021-03-17,735.5405554739555,1000.6645930256296,-265.1240375516742
2021-03-18,1020.3631710559421,1004.6043086316922,15.758862424249855
2021-03-19,1143.8981186366436,1032.4630706326825,111.43504800396113
2021-03-22,1251.6602784946008,1076.3025122050663,175.35776628953454
2021-03-23,1265.7456142409064,1114.1911326122345,151.55448162867197
2021-03-24,1286.3680782673327,1148.6265217432542,137.74155652407853
2021-03-25,1175.7860420684738,1154.0584258082981,21.727616260175637
2021-03-26,1235.8509875871096,1170.4169381640604,65.43404942304915
2021-03-29,1148.7696658414643,1166.0874836995413,-17.317817858076978
2021-03-30,1163.4977509029413,1165.5695371402212,-2.0717862372798663
2021-03-31,1233.8118032912462,1179.2179903704264,54.5938129208198
2021-04-01,1290.874815238887,1201.5493553441186,89.32545989476853
2021-04-02,1352.9398551951308,1231.827455314321,121.11239988080979
2021-04-05,1402.1026089477964,1265.8824860410161,136.22012290678026
2021-04-06,2097.1206911306654,1432.130127058946,664.9905640717193
2021-04-07,2585.7631123152096,1662.8567241101987,922.9063882050109
2021-04-08,3035.1808142425143,1937.3215421366617,1097.8592721058526
2021-04-09,3512.8820814021747,2252.4336499897645,1260.4484314124102
2021-04-12,3847.116611724967,2571.370242336805,1275.7463693881618
2021-04-13,4065.1394874852704,2870.1240913664983,1195.015396118772
2021-04-14,4189.628754961464,3134.025024085492,1055.6037308759724
2021-04-15,4917.48070235776,3490.716159739946,1426.7645426178137
2021-04-16,5312.037291316607,3854.9803860552784,1457.0569052613282
2021-04-19,5560.626786468798,4196.1096661379825,1364.5171203308155
2021-04-20,5731.9077096054825,4503.269274831483,1228.6384347739995
2021-04-21,5681.12315981678,4738.8400518285425,942.2831079882371
