Date,Open,High,Low,Close,Volume,Change
2020-03-15,34322.0,35025.0,29102.0,31913.0,5126795,-0.09563719491424183
2020-03-22,32514.0,32915.0,25591.0,30007.0,7503954,-0.050345369749915436
2020-03-29,27697.0,32614.0,27597.0,30609.0,5983817,0.023917347311918302
2020-04-05,30006.0,31913.0,29604.0,31612.0,4094562,0.03382116748034736
2020-04-12,31813.0,33015.0,31512.0,32315.0,3947149,0.022435834980803704
2020-04-19,32313.0,34623.0,31511.0,34523.0,2854337,0.0678565623155668
2020-04-26,34623.0,37835.0,33819.0,36731.0,5361058,0.06339469363209072
2020-05-03,36730.0,37532.0,36429.0,36931.0,2050113,0.005474453322849571
2020-05-10,36429.0,42148.0,36128.0,41347.0,7090469,0.11588248372615406
2020-05-17,41547.0,46463.0,41346.0,44458.0,6709012,0.07404476768188306
2020-05-24,44458.0,49878.0,42952.0,49577.0,7123197,0.11142511005086753
2020-05-31,50379.0,56098.0,49978.0,52888.0,12084913,0.0691258622402211
2020-06-07,52888.0,53390.0,49577.0,50379.0,6601149,-0.04745906767697983
2020-06-14,50680.0,53790.0,49877.0,53390.0,7240918,0.058814019812888696
2020-06-21,53390.0,54394.0,50179.0,52888.0,5528160,-0.007271703672195096
2020-06-28,52888.0,58005.0,52286.0,55096.0,6969140,0.042457382562023915
2020-07-05,53990.0,59610.0,53389.0,59010.0,4963968,0.07111812081005064
2020-07-12,59813.0,73861.0,59612.0,71354.0,9797772,0.19558952711997835
2020-07-19,72057.0,72458.0,63024.0,65232.0,7301775,-0.08806071717526509
2020-07-26,65232.0,66836.0,61418.0,65132.0,6538428,0.0005244737207232841
2020-08-02,64430.0,69046.0,64329.0,68946.0,3789529,0.057574758864399556
2020-08-09,69749.0,77075.0,69648.0,70853.0,8175333,0.030021261209946637
2020-08-16,69448.0,73460.0,68544.0,72759.0,4509771,0.026820861776176264
2020-08-23,74565.0,78177.0,72157.0,74265.0,7099503,0.022015373306729202
2020-08-30,75168.0,83496.0,73763.0,81390.0,6697246,0.09353828519624963
2020-09-06,82392.0,84399.0,78179.0,80688.0,5559886,-0.008022750939600587
2020-09-13,80587.0,80587.0,75368.0,76071.0,4614599,-0.05832411465943044
2020-09-20,75668.0,77275.0,73462.0,74867.0,3288985,-0.015450256041805721
2020-09-27,74566.0,75068.0,69547.0,70551.0,3554306,-0.057292240744120315
2020-10-04,71554.0,75268.0,71052.0,73161.0,1286759,0.03760160807817059
2020-10-11,72357.0,77675.0,71855.0,76071.0,2310510,0.03958206136826148
2020-10-18,76874.0,76874.0,71254.0,71756.0,1929920,-0.05791656015472757
2020-10-25,71856.0,72759.0,68242.0,68243.0,2637629,-0.04969148568565129
2020-11-01,67641.0,69548.0,65132.0,66236.0,3202193,-0.027800153578316333
2020-11-08,66335.0,76370.0,65834.0,74365.0,4531607,0.11836301758681711
2020-11-15,75268.0,75469.0,69748.0,73362.0,3506163,-0.012416735170485693
2020-11-22,74463.0,74566.0,71454.0,73362.0,2192141,9.27150146011746e-05
2020-11-29,73964.0,75770.0,73261.0,74867.0,2591636,0.02076156990799438
2020-12-06,74865.0,78781.0,73862.0,78179.0,3464329,0.044380219613446736
2020-12-13,79281.0,79281.0,73762.0,75168.0,3500210,-0.03869815079891259
2020-12-20,75567.0,76471.0,73362.0,73663.0,2025262,-0.020147843553496636
2020-12-27,73663.0,78177.0,73663.0,75068.0,2791479,0.019554917814884165
2021-01-03,75168.0,79082.0,74164.0,78179.0,2317010,0.04115982355573777
2021-01-10,78680.0,87512.0,77375.0,87111.0,6279920,0.11143531887335323
2021-01-17,88515.0,92929.0,86106.0,87813.0,7339823,0.009540655638503814
2021-01-24,87010.0,95539.0,85706.0,92931.0,3861809,0.057817079663949
2021-01-31,94738.0,96143.0,87512.0,88516.0,4244155,-0.047207554703841526
2021-02-07,87512.0,92929.0,85304.0,91326.0,3256356,0.0320970452719449
2021-02-14,91325.0,98449.0,90321.0,98250.0,3066163,0.07496289044487248
2021-02-21,100156.0,104172.0,98351.0,101161.0,3853754,0.029990230569588494
2021-02-28,101360.0,102363.0,94838.0,97949.0,4153444,-0.03119220004636003
2021-03-07,100157.0,101161.0,92930.0,94537.0,2857878,-0.03488154424873824
2021-03-14,94738.0,98349.0,87211.0,96544.0,4013017,0.02383393585805904
2021-03-21,96344.0,101159.0,94738.0,98853.0,2309465,0.024135642052067863
2021-03-28,98953.0,100958.0,96744.0,99354.0,1756640,0.005401710751986588
2021-04-04,99555.0,101964.0,97347.0,100559.0,1874286,0.012297733326847138
2021-04-11,100959.0,112602.0,100357.0,112000.0,4557607,0.11130460410751275
2021-04-18,0.0,132500.0,0.0,119000.0,30824570,0.06344472436277426
2021-04-25,119999.0,122000.0,114500.0,117500.0,17608403,-0.01258790871855442
2021-05-02,118000.0,124500.0,113000.0,113500.0,17189424,-0.033379601258285874
2021-05-09,112500.0,117500.0,110000.0,114500.0,10336356,0.00886736672541244
2021-05-16,115500.0,117000.0,108000.0,109000.0,12810648,-0.04847069585585462
2021-05-23,109000.0,119000.0,109000.0,117000.0,8395804,0.07164768544539668
2021-05-30,116500.0,125500.0,115500.0,122000.0,16885266,0.043339001216472495
2021-06-06,122000.0,129500.0,120500.0,124000.0,12876332,0.017017192790909186
2021-06-13,125000.0,136500.0,125000.0,135500.0,15328729,0.0897263470214642
2021-06-20,136000.0,157500.0,136000.0,155000.0,29302229,0.1375773137494264
2021-06-27,155500.0,173000.0,150500.0,154500.0,52745428,0.0021743078986132813
2021-07-04,154500.0,165500.0,154000.0,159500.0,25423524,0.032706746309162926
2021-07-11,160500.0,164500.0,156500.0,160500.0,18882310,0.006817891342359661
2021-07-18,161000.0,164500.0,157000.0,157000.0,17704850,-0.021721944946080707
2021-07-25,155500.0,155500.0,142500.0,149500.0,31547658,-0.04734722347649434
2021-08-01,151500.0,153000.0,145500.0,147000.0,13969913,-0.016710727635561917
2021-08-08,147000.0,151500.0,143000.0,145500.0,14415723,-0.009141321272234548
2021-08-15,145500.0,149000.0,144000.0,146000.0,12082357,0.004118213062806908
2021-08-22,146000.0,149000.0,141000.0,144000.0,11633626,-0.012941367132734194
2021-08-29,146000.0,153500.0,144500.0,150000.0,11402753,0.041450528929863784
2021-09-05,152000.0,157500.0,150500.0,156500.0,10301760,0.042821623176142576
2021-09-12,156000.0,156500.0,126000.0,130000.0,44328362,-0.17721444357199123
2021-09-19,126500.0,130000.0,118000.0,119500.0,46228030,-0.08304470141418552
2021-09-26,116500.0,121000.0,114000.0,119500.0,11642376,0.0014735310169182725
2021-10-03,120000.0,122500.0,114500.0,116500.0,17232895,-0.02499619913888862
2021-10-10,114500.0,121500.0,110500.0,117500.0,18573733,0.011593439808998629
2021-10-17,117000.0,123500.0,113000.0,122000.0,12765732,0.03937121601278415
2021-10-24,123000.0,130500.0,120500.0,127500.0,15149013,0.045299674021096026
2021-10-31,126500.0,130000.0,123000.0,125500.0,8698729,-0.015363110224634657
2021-11-07,126000.0,131000.0,123500.0,128500.0,14473526,0.02521481401394743
2021-11-14,128500.0,128500.0,121500.0,127000.0,11672712,-0.011140579892054636
2021-11-21,127000.0,130000.0,123000.0,127000.0,8037435,0.0005926026672044005
2021-11-28,127000.0,129000.0,123500.0,125500.0,10368910,-0.010736181248016785
2021-12-05,123000.0,125500.0,120000.0,123500.0,10838277,-0.015788774064052435
2021-12-12,122500.0,123500.0,120000.0,122500.0,8297557,-0.007829074576478634
2021-12-19,123000.0,123000.0,117000.0,117500.0,6627514,-0.04120574637354557
2021-12-26,116500.0,117000.0,112500.0,114500.0,7991248,-0.024849636455276825
2022-01-02,114000.0,117500.0,112500.0,112500.0,6502138,-0.017428266313390672
2022-01-09,113500.0,117000.0,99800.0,100000.0,20433784,-0.11436745619929378
2022-01-16,100000.0,100500.0,93600.0,93900.0,18318698,-0.06150481775787242
2022-01-23,92900.0,94400.0,87300.0,91800.0,14787036,-0.022128186972209973
2022-01-30,90900.0,92100.0,82200.0,85000.0,13822502,-0.07469185071740492
2022-02-06,87100.0,88300.0,84500.0,87100.0,4989322,0.02467823322043272
2022-02-13,87300.0,93600.0,85000.0,91700.0,16309050,0.05300141723961915
2022-02-20,90300.0,92500.0,87500.0,91400.0,13806860,-0.0018011809800179135
2022-02-27,90100.0,95000.0,89300.0,94400.0,12365583,0.03419792709857283
2022-03-06,94100.0,97300.0,93100.0,94700.0,7626198,0.0035468211749687395
2022-03-13,93400.0,102000.0,89600.0,101500.0,12627440,0.07349989287832659
2022-03-20,102500.0,109000.0,101000.0,108500.0,13696182,0.06740005774868463
2022-03-27,108500.0,110000.0,103000.0,105000.0,11662643,-0.03205685727266827
2022-04-03,105000.0,108000.0,102500.0,106000.0,6198357,0.009545742066935703
2022-04-10,105500.0,108000.0,96500.0,98000.0,10239165,-0.07660589670444762
2022-04-17,97100.0,97100.0,92100.0,95400.0,7754660,-0.026193751565058654
2022-04-24,94500.0,96500.0,91400.0,92000.0,5855268,-0.035933813812690674
2022-05-01,90400.0,91700.0,87600.0,89900.0,6597398,-0.02248159764595936
2022-05-08,88400.0,91900.0,84100.0,84300.0,8619782,-0.06233459014185483
2022-05-15,84000.0,85400.0,80300.0,81800.0,9791598,-0.028191079675571995
2022-05-22,83300.0,84300.0,80000.0,83000.0,7107325,0.015540458325320028
2022-05-29,82700.0,83500.0,80300.0,81700.0,5830221,-0.015274245945722575
2022-06-05,82800.0,87400.0,82600.0,85700.0,7781044,0.04863937578073518
2022-06-12,84500.0,84800.0,80000.0,80100.0,6854480,-0.06643886366945118
2022-06-19,77800.0,78200.0,70200.0,72200.0,12461102,-0.10143565794052112
2022-06-26,72300.0,72900.0,66700.0,71500.0,10206742,-0.006313025888468715
2022-07-03,72400.0,72900.0,66600.0,67300.0,6895122,-0.059670754166391005
2022-07-10,67300.0,75000.0,66200.0,71800.0,8891306,0.06674805135579553
2022-07-17,71900.0,73400.0,69400.0,70100.0,6421074,-0.023187041907593353
2022-07-24,71100.0,75600.0,70600.0,72100.0,7243965,0.029135723187837193
2022-07-31,71600.0,75400.0,71200.0,74800.0,6049905,0.037460681729283185
2022-08-07,74800.0,83100.0,71500.0,81200.0,13903633,0.08695095379112261
2022-08-14,80600.0,84300.0,80100.0,82500.0,7632959,0.017634896720150728
2022-08-21,83000.0,83200.0,76400.0,76700.0,6285149,-0.07205473767793646
2022-08-28,75600.0,77200.0,74200.0,76000.0,5760630,-0.008786743303535571
2022-09-04,72800.0,73700.0,70000.0,70200.0,6261339,-0.07747202314272161
2022-09-11,69800.0,70800.0,67000.0,68000.0,4572629,-0.03129115477752509
2022-09-18,69100.0,70800.0,66300.0,66900.0,5839036,-0.015428491531516375
2022-09-25,67100.0,67300.0,60900.0,61000.0,6447308,-0.09094015714828574
2022-10-02,60100.0,61000.0,55000.0,57100.0,10273128,-0.06459160554849708
2022-10-09,57700.0,58100.0,50500.0,50900.0,10716861,-0.1117237805962229
2022-10-16,49350.0,51500.0,47300.0,51400.0,10949604,0.014820188420225033
2022-10-23,48000.0,52200.0,46500.0,48850.0,28132091,-0.04765271539752314
2022-10-30,50000.0,50600.0,47200.0,48750.0,11218171,-0.0014927944091737144
2022-11-06,49600.0,53100.0,48700.0,50300.0,16537466,0.0334851918121738
2022-11-13,50500.0,61000.0,49700.0,58700.0,30650065,0.16636325693151555
2022-11-20,59300.0,60200.0,57300.0,57700.0,13704629,-0.016848169193907858
2022-11-27,57500.0,58300.0,54100.0,56100.0,9250214,-0.02613215876608399
2022-12-04,55800.0,59600.0,54100.0,56900.0,8611899,0.015340687236670814
2022-12-11,57200.0,59000.0,54900.0,58100.0,8226628,0.02276767848475625
2022-12-18,57700.0,59700.0,53100.0,54400.0,9998465,-0.06388426412257708
2022-12-25,53900.0,56400.0,53100.0,53400.0,6303730,-0.01723587544230487
2023-01-01,53400.0,55300.0,52700.0,53100.0,4802867,-0.005363549075508067
2023-01-08,53600.0,58200.0,51400.0,57200.0,9016056,0.07612151660834598
2023-01-15,58700.0,63400.0,58300.0,62000.0,12652250,0.08307257659279987
2023-01-22,62300.0,65000.0,60200.0,61200.0,10897363,-0.011182196044402293
2023-01-29,62500.0,65500.0,61700.0,64700.0,6264511,0.05614628910464825
2023-02-05,64800.0,67500.0,61200.0,67200.0,13822062,0.040249266247723625
2023-02-12,66500.0,71300.0,64900.0,67600.0,17385492,0.008864126381582738
2023-02-19,66700.0,66800.0,62400.0,63300.0,13659763,-0.0640532892370268
2023-02-26,63400.0,64700.0,61500.0,61800.0,7530339,-0.023555870267162327
2023-03-05,61400.0,63400.0,60800.0,61000.0,6371486,-0.012803075683137766
2023-03-12,61200.0,63800.0,57500.0,58100.0,11986481,-0.046366592014220886
2023-03-19,60300.0,62400.0,58100.0,60200.0,13433114,0.036888174305758525
2023-03-26,60200.0,62900.0,60200.0,61400.0,8398206,0.02041572963298477
2023-04-02,61500.0,61800.0,59800.0,61100.0,7414073,-0.004670943148833873
2023-04-09,61400.0,61600.0,58100.0,58600.0,8600724,-0.04112415465329833
2023-04-16,58300.0,61000.0,57100.0,60500.0,9830973,0.032438920488672585
2023-04-23,60200.0,60800.0,57200.0,57900.0,6822609,-0.043639452375318966
2023-04-30,57300.0,59100.0,55300.0,58100.0,8641474,0.004688997894137237
2023-05-07,58200.0,58900.0,56000.0,57200.0,4460140,-0.01540204636362863
2023-05-14,57500.0,58700.0,55600.0,56600.0,7025326,-0.010251521920471407
2023-05-21,56500.0,58800.0,55600.0,57900.0,6326193,0.02330237532395385
2023-05-28,57900.0,58200.0,56300.0,56600.0,5147350,-0.022486771266277628
2023-06-04,57000.0,57500.0,56000.0,57200.0,5830695,0.010798672329553338
2023-06-11,57600.0,58000.0,56300.0,56400.0,5514644,-0.013943665306045738
2023-06-18,56900.0,57200.0,53400.0,53600.0,8486844,-0.05028065829627837
2023-06-25,53400.0,53400.0,49550.0,49700.0,9017484,-0.07486014048233003
2023-07-02,49000.0,50300.0,48400.0,49100.0,7419130,-0.012015164951206803
