Date,Open,High,Low,Close,Volume,Change
2017-07-16,20573.0,20774.0,19588.0,19870.0,1845921,-0.025472285271317063
2017-07-23,19911.0,21677.0,19911.0,21677.0,2300502,0.0880960548501788
2017-07-30,21777.0,22879.0,20873.0,22279.0,3863309,0.028501029629565466
2017-08-06,22781.0,24987.0,22078.0,22179.0,9729263,-0.0001630754236884302
2017-08-13,22279.0,22779.0,21375.0,22078.0,3354218,-0.004201737873968492
2017-08-20,22580.0,23283.0,22279.0,22781.0,1963452,0.03183730123032569
2017-08-27,22880.0,23784.0,22680.0,23584.0,1882651,0.034867403692361076
2017-09-03,23683.0,25089.0,23382.0,24487.0,3382993,0.0379978377914556
2017-09-10,23583.0,26091.0,23583.0,25992.0,4149345,0.0614958690045917
2017-09-17,26092.0,27296.0,25491.0,27197.0,5915897,0.04657006119831708
2017-09-24,27397.0,29001.0,26494.0,27799.0,4419385,0.023053835261961364
2017-10-01,27297.0,29103.0,26896.0,28903.0,2770240,0.039647226462548146
2017-10-08,,,,,0,0.0
2017-10-15,29504.0,33720.0,29203.0,30609.0,5208190,0.060700671940758344
2017-10-22,30206.0,31911.0,29103.0,30107.0,5816663,-0.01427785409227944
2017-10-29,29906.0,30707.0,27396.0,28802.0,4728124,-0.04273159696584272
2017-11-05,28901.0,30709.0,28199.0,30609.0,3273975,0.06230692680401584
2017-11-12,30808.0,32616.0,30007.0,30609.0,4172370,0.0007949646038428737
2017-11-19,30709.0,32012.0,30507.0,31612.0,2751551,0.03252401311469488
2017-11-26,31812.0,33318.0,29405.0,29706.0,8978534,-0.060620122494266626
2017-12-03,29604.0,30306.0,27095.0,28100.0,5121664,-0.05336306872568075
2017-12-10,28200.0,28702.0,26695.0,27799.0,3110427,-0.010170434467633993
2017-12-17,28199.0,29103.0,27698.0,28602.0,1998595,0.02883794183507382
2017-12-24,27698.0,28000.0,25389.0,25992.0,3981956,-0.09332353453003295
2017-12-31,26193.0,28401.0,25089.0,27498.0,3247494,0.06222009736522105
2018-01-07,28100.0,31911.0,28000.0,31311.0,5832533,0.1333689559616278
2018-01-14,32215.0,32616.0,27697.0,28200.0,8097321,-0.10120733218068356
2018-01-21,28400.0,29603.0,26695.0,27698.0,7896767,-0.01563518265940933
2018-01-28,27698.0,28301.0,26995.0,28100.0,4462488,0.015332638913083785
2018-02-04,28299.0,29101.0,27096.0,28802.0,5303676,0.024921309769207034
2018-02-11,28000.0,28100.0,23482.0,23684.0,8078345,-0.19028042331639528
2018-02-18,23883.0,25087.0,23382.0,24587.0,2397664,0.03787757316989637
2018-02-25,25288.0,25288.0,24387.0,24788.0,1794887,0.00835485952563264
2018-03-04,24989.0,26592.0,24587.0,25591.0,2907580,0.0341888899681978
2018-03-11,25591.0,27197.0,24688.0,26896.0,3434947,0.05376785376781401
2018-03-18,27295.0,28702.0,26995.0,28301.0,4383860,0.05260420333436677
2018-03-25,28098.0,28198.0,25991.0,26193.0,3384505,-0.07547413667079206
2018-04-01,25991.0,26996.0,25389.0,26494.0,2762476,0.011815498167823235
2018-04-08,26594.0,26795.0,24486.0,24587.0,2344280,-0.0734894375994356
2018-04-15,24387.0,25089.0,23984.0,24186.0,1984954,-0.016258521318794905
2018-04-22,24184.0,24385.0,22781.0,23082.0,3009769,-0.0457696367821826
2018-04-29,22980.0,23883.0,22278.0,22781.0,2520032,-0.011768372753582224
2018-05-06,22779.0,23383.0,21978.0,22480.0,1747361,-0.012440268687247569
2018-05-13,22480.0,23682.0,22078.0,23483.0,1871881,0.04430127408442752
2018-05-20,22982.0,23884.0,22279.0,22781.0,2601976,-0.029085275635618912
2018-05-27,22781.0,22982.0,22379.0,22480.0,927686,-0.01321220026945924
2018-06-03,22279.0,22379.0,20673.0,20974.0,2521267,-0.06792774171864369
2018-06-10,20874.0,22781.0,20874.0,22681.0,1658758,0.07939703785188423
2018-06-17,22680.0,22980.0,21878.0,21978.0,1018087,-0.031038465304483287
2018-06-24,21878.0,22980.0,21175.0,22881.0,1771526,0.04266958498020745
2018-07-01,22880.0,23182.0,21877.0,22982.0,1708283,0.004966696563405759
2018-07-08,23180.0,23782.0,22378.0,22982.0,2308160,0.001096246951162838
2018-07-15,22982.0,23883.0,22982.0,23684.0,1613159,0.030489600235948378
2018-07-22,23682.0,23782.0,22480.0,23082.0,1413070,-0.025315932411856257
2018-07-29,23081.0,24084.0,22780.0,23985.0,1990867,0.03865676864575773
2018-08-05,23782.0,23883.0,22278.0,22681.0,1720918,-0.05472669129057506
2018-08-12,22781.0,25990.0,22580.0,25691.0,5041098,0.12787272748669165
2018-08-19,25388.0,25892.0,24586.0,25491.0,1960698,-0.006917161150919893
2018-08-26,25491.0,25691.0,24587.0,24888.0,1591440,-0.02362296180964274
2018-09-02,24887.0,25690.0,24687.0,25089.0,2565276,0.008849241079400438
2018-09-09,25089.0,25189.0,23784.0,24086.0,1449343,-0.04032347880261333
2018-09-16,23885.0,24485.0,23282.0,24086.0,1680931,0.0007704867806354043
2018-09-23,24186.0,24786.0,23382.0,23784.0,2384184,-0.012030302756799727
2018-09-30,23885.0,24286.0,23885.0,23885.0,505463,0.004456902830844323
2018-10-07,24084.0,24786.0,21777.0,21878.0,2067364,-0.08635400466248366
2018-10-14,21577.0,22179.0,19589.0,20272.0,2198879,-0.07383585523432035
2018-10-21,20272.0,20673.0,19891.0,20272.0,1148093,0.00022785181355899908
2018-10-28,20372.0,20874.0,18044.0,18245.0,2393044,-0.10302010286357688
2018-11-04,18042.0,19770.0,17260.0,19710.0,2239721,0.08010266456178128
2018-11-11,19469.0,20473.0,19007.0,20172.0,1742260,0.024714679059595457
2018-11-18,20272.0,21275.0,19809.0,20573.0,1138046,0.019968435087760472
2018-11-25,20572.0,21978.0,20572.0,21677.0,1173278,0.05336114239368084
2018-12-02,21576.0,22881.0,21576.0,22580.0,1526681,0.041917771977284524
2018-12-09,22982.0,23584.0,22379.0,22982.0,1500729,0.01789414420701585
2018-12-16,22679.0,22980.0,21174.0,22078.0,1878013,-0.038417404536259525
2018-12-23,22078.0,22480.0,20271.0,20974.0,1589711,-0.049898882631396635
2018-12-30,20974.0,20974.0,19669.0,20673.0,1220892,-0.013007872036639334
2019-01-06,20774.0,21175.0,20172.0,20774.0,719179,0.00498011440530477
2019-01-13,21073.0,21474.0,19970.0,20473.0,1657845,-0.013805723413831683
2019-01-20,20471.0,20571.0,19769.0,19991.0,1568486,-0.023452831847712075
2019-01-27,20049.0,20774.0,19809.0,20573.0,1698997,0.029280217816793352
2019-02-03,20673.0,20874.0,19830.0,19991.0,2000054,-0.02844760693213133
2019-02-10,20069.0,20069.0,19690.0,19710.0,622181,-0.014105063937050466
2019-02-17,19768.0,20772.0,18725.0,20372.0,3528470,0.033981017179425144
2019-02-24,20573.0,20673.0,19770.0,19931.0,1596676,-0.021632190520922467
2019-03-03,19951.0,21376.0,19690.0,20774.0,2894625,0.043036491503167795
2019-03-10,21174.0,21978.0,20773.0,21577.0,2746903,0.03972206886865459
2019-03-17,21675.0,21777.0,20773.0,21577.0,1805088,0.0007206833519012301
2019-03-24,21677.0,21777.0,20071.0,20874.0,1764133,-0.03187645940195449
2019-03-31,20473.0,21173.0,20372.0,20774.0,954695,-0.004273493719885946
2019-04-07,20772.0,20874.0,20372.0,20573.0,1130739,-0.009651802948059784
2019-04-14,20673.0,20774.0,20071.0,20573.0,1265996,0.0003160096271606072
2019-04-21,20874.0,23983.0,20673.0,23483.0,4399889,0.13716557747526625
2019-04-28,23683.0,24184.0,22681.0,23082.0,1819070,-0.01684118846372329
2019-05-05,23181.0,25890.0,22880.0,25691.0,2849127,0.10895315607135614
2019-05-12,25290.0,26793.0,25189.0,26093.0,3724567,0.016063747979920606
2019-05-19,26193.0,27295.0,24888.0,24989.0,8967440,-0.03971772268667573
2019-05-26,25389.0,25790.0,24185.0,24888.0,3626364,-0.003771850392497722
2019-06-02,25089.0,25390.0,24186.0,24989.0,2224877,0.0045893795611082755
2019-06-09,24786.0,25187.0,23382.0,24086.0,2008547,-0.0363259476719745
2019-06-16,24085.0,25689.0,23884.0,25089.0,2068562,0.04162905560477137
2019-06-23,25089.0,25689.0,24085.0,25390.0,1969065,0.013031142671679152
2019-06-30,25491.0,26794.0,25189.0,26394.0,2845842,0.03955974543010299
2019-07-07,26592.0,26894.0,25691.0,26795.0,1819941,0.015414945505212163
2019-07-14,26793.0,26793.0,25690.0,26394.0,2184067,-0.013898874023730134
2019-07-21,26594.0,27297.0,25991.0,27096.0,2262848,0.026783387623289356
2019-07-28,26996.0,27698.0,25490.0,26293.0,3567521,-0.02925248168154737
2019-08-04,26093.0,26494.0,24788.0,25792.0,1824327,-0.01868300454171634
2019-08-11,25689.0,26693.0,23584.0,26494.0,3472711,0.029212851169556964
2019-08-18,26695.0,26795.0,25690.0,25992.0,1265576,-0.018889014580262597
2019-08-25,26192.0,27096.0,25991.0,26695.0,1887674,0.02685443605785154
2019-09-01,26092.0,27197.0,25991.0,26996.0,1884605,0.01136073986320063
2019-09-08,26895.0,27899.0,26795.0,27297.0,2088461,0.011644501675242114
2019-09-15,27096.0,27297.0,26494.0,26695.0,1718234,-0.02170660402154001
2019-09-22,26994.0,27598.0,26292.0,27197.0,2025252,0.019419621994418712
2019-09-29,27096.0,27799.0,26995.0,27197.0,1355425,0.00049908868505677
2019-10-06,26996.0,27696.0,26794.0,26795.0,845051,-0.014566807169840823
2019-10-13,26896.0,27596.0,26593.0,27096.0,1501856,0.01136884759430834
2019-10-20,27297.0,27397.0,25791.0,26594.0,2212465,-0.018392923621695534
2019-10-27,26593.0,28501.0,26292.0,28100.0,2284087,0.05572279617858589
2019-11-03,28501.0,29304.0,27597.0,29204.0,2727760,0.03931011311662047
2019-11-10,29405.0,31109.0,29204.0,30508.0,3579017,0.04396091966577376
2019-11-17,30709.0,31211.0,30308.0,31211.0,2215558,0.022914851642896084
2019-11-24,31210.0,31913.0,30308.0,30709.0,2030163,-0.015962580646905478
2019-12-01,30810.0,31913.0,30810.0,31211.0,1645764,0.016544032787971785
2019-12-08,31311.0,31511.0,29806.0,30810.0,1975636,-0.01164127161095585
2019-12-15,30908.0,31008.0,29505.0,30308.0,2430675,-0.016192969100531807
2019-12-22,30307.0,30707.0,29905.0,30107.0,1546973,-0.006598960226941952
2019-12-29,30308.0,30910.0,29003.0,30810.0,1662689,0.02394922160594437
2020-01-05,30910.0,31111.0,30308.0,30609.0,984482,-0.006523855890944508
2020-01-12,30206.0,33419.0,30106.0,33118.0,3365745,0.07990091117370557
2020-01-19,33217.0,34621.0,33117.0,33820.0,1975845,0.021400913656849152
2020-01-26,33919.0,34119.0,32817.0,33218.0,1597435,-0.017719317168611415
2020-02-02,32114.0,33318.0,31812.0,31913.0,1533370,-0.03967687688054211
2020-02-09,31311.0,34222.0,31311.0,33620.0,2349778,0.052843333829578176
2020-02-16,33620.0,37032.0,33318.0,36129.0,3916311,0.07292268591926954
2020-02-23,36129.0,38435.0,35928.0,38035.0,3385561,0.052405354492264244
2020-03-01,37030.0,37331.0,34222.0,34523.0,3713853,-0.09514264649673576
2020-03-08,35025.0,36729.0,34021.0,35225.0,3521868,0.0208576150424038
